    PID    PPID STAT CMD
   9783    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=108043206 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7294423168402559155,13208526970489177917,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190708999430457380
   9930    9361 Sl   /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD129 --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7409898039540357975,8786289705431816656,524288 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709002241582927
  10963    7698 SLl  /usr/bin/gnome-control-center --gapplication-service
  11027       2 S    [nvidia-drm/timeline-67]
  11030       2 S    [nvidia-drm/timeline-68]
  11035       2 S    [nvidia-drm/timeline-69]
  11379    7998 Sl   /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/1
  11389    7998 Sl   /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
  11395    7998 Sl   /usr/libexec/gvfsd-wsdd --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
  11403   11395 S    python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
  11455    7998 Sl   /usr/libexec/gvfsd-recent --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
  11474       1 Ss   /usr/sbin/uuidd --socket-activation --cont-clock
  11911    7698 Sl   /usr/bin/ptyxis --gapplication-service
  11920   11911 Ssl  /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
  11943    7698 S    catatonit -P
  12010       2 S    [nvidia-drm/timeline-9a]
  12040       2 S    [nvidia-drm/timeline-9b]
  12052       2 S    [nvidia-drm/timeline-9c]
  12100   11920 Ss+  /usr/bin/bash
  12115       1 Ssl  /usr/libexec/fwupd/fwupd
  14321    7698 SLsl /snap/code/247/usr/share/code/code --no-sandbox --force-user-env --ozone-platform=x11
  14323   14321 S    /snap/code/247/usr/share/code/code --type=zygote --no-zygote-sandbox --no-sandbox
  14324   14321 S    /snap/code/247/usr/share/code/code --type=zygote --no-sandbox
  14338    7698 Sl   /snap/code/247/usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/bogdan/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=fa5787aa-404a-457b-972b-7b13797fe482&iid=fa5787aa-404a-457b-972b-7b13797fe482&sid=fa5787aa-404a-457b-972b-7b13797fe482 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.124.0 --annotation=lsb-release=Ubuntu 26.04 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=42.2.0 --initial-client-fd=48 --shared-client-connection
  14350   14321 Sl   /snap/code/247/usr/share/code/code --type=gpu-process --disable-gpu-sandbox --no-sandbox --ozone-platform=x11 --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAQAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708988185955192
  14356   14321 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708989122997041
  14399       2 S    [nvidia-drm/timeline-a7]
  14407   14324 Sl   /snap/code/247/usr/share/code/code --type=renderer --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/247/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=263561673 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708990060038890 --vscode-window-config=vscode:941a0b39-8e76-4f12-8fa9-2763c2abe6c7
  14527   14321 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708990997080739
  14560   14324 Sl   /snap/code/247/usr/share/code/code --type=renderer --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/snap/code/247/usr/share/code/resources/app --enable-sandbox --enable-blink-features=HighlightAPI --no-sandbox --max-active-webgl-contexts=32 --ozone-platform=x11 --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=6 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=264740149 --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708991934122588 --vscode-window-config=vscode:941a0b39-8e76-4f12-8fa9-2763c2abe6c7
  14566   14321 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708992871164437
  14567   14321 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190708993808206286
  14682   14527 Sl   /home/bogdan/.vscode/extensions/openai.chatgpt-26.602.71036-linux-x64/bin/linux-x86_64/codex app-server --analytics-default-enabled
  17914    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=85 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=321020881 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12648911325890138409,2954261963724995585,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709065960428659
  18230       2 I    [kworker/4:0-events]
  18724    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=94 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=407491840 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7676381480021341792,6115299876417688613,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709074393805300
  18766    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=95 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=411497911 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,1241547947280895111,9258193292494289121,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709075330847149
  18863       2 I    [kworker/18:0-events]
  19829       2 S    [nvidia-drm/timeline-116]
  19854   11920 Ss+  /usr/bin/bash
  23130   11920 Ss   /usr/bin/bash
  24998       2 I    [kworker/18:2-cgroup_release]
  25865    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=98 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=997698542 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2140623294738793328,13402113821434551786,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709078141972696
  26074       2 I    [kworker/12:0-events]
  26145   11920 Ss+  /usr/bin/bash
  26167       2 I    [kworker/20:2-events]
  27261   23130 Sl+  /home/bogdan/.venv/bin/python3.12 /home/bogdan/.venv/bin/aider --model ollama_chat/gemma4:12b
  27977    7698 Sl   /usr/bin/nautilus --gapplication-service
  28011       2 S    [nvidia-drm/timeline-1a0]
  28014       2 S    [nvidia-drm/timeline-1a1]
  28017       2 S    [nvidia-drm/timeline-1a2]
  28037       2 I    [kworker/16:0-mm_percpu_wq]
  28067    7698 Sl   /usr/bin/gnome-text-editor --gapplication-service
  28107       2 S    [nvidia-drm/timeline-1a8]
  28110       2 S    [nvidia-drm/timeline-1a9]
  28113       2 S    [nvidia-drm/timeline-1aa]
  28489       2 I    [kworker/19:2-events]
  28606       2 I    [kworker/21:0-events]
  28645       2 I    [kworker/0:0-events]
  29565       2 I    [kworker/14:2-events]
  29569    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=100 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=1399794558 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5196726012035488575,3785157495589472346,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709080016056394
  32017   14321 Sl   /snap/code/247/usr/share/code/code --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --no-sandbox --crashpad-handler-pid=14338 --enable-crash-reporter=50d320f8-9312-416a-a81b-ac83f9d1b720,no_channel --user-data-dir=/home/bogdan/.config/Code --standard-schemes=vscode-webview,vscode-file --secure-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --cors-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --fetch-schemes=vscode-webview,vscode-file,vscode-remote-resource,vscode-managed-remote-resource --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,4315662480133932358,9344095448469084459,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=7,i,16915163586343146869,8334953305804062720,4 --trace-process-track-uuid=3190709000367499229
  32100       2 I    [kworker/20:0-mm_percpu_wq]
  32858       2 I    [kworker/10:4-xfs-conv/sda2]
  33293       2 I    [kworker/2:2-events]
  33468    4741 Sl   /usr/local/lib/ollama/llama-server --model /usr/share/ollama/.ollama/models/blobs/sha256-1278394b693672ac2799eadc9a83fd98259a6a88a40acfb1dcaa6c6fc895a606 --port 37271 --host 127.0.0.1 --no-webui --offline -c 8192 -np 1 --log-verbosity 4 --no-log-prefix --no-log-timestamps --no-jinja --chat-template chatml --mmproj /usr/share/ollama/.ollama/models/blobs/sha256-675ad6e68101ca9413ec806855c452362f0213f2dfc5800996b086fdb8119842 --flash-attn auto -b 1024 -ub 1024
  33736       2 I    [kworker/3:2-mm_percpu_wq]
  34764       2 I    [kworker/17:0-events]
  35032       2 I    [kworker/u96:1-writeback]
  35034       2 I    [kworker/u96:3-events_power_efficient]
  41426       2 I    [kworker/6:3-events]
  42973       2 I    [kworker/10:1-xfs-conv/sda2]
  49715       2 I    [kworker/2:0-mm_percpu_wq]
  53151    9385 Sl   /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=9372 --enable-crash-reporter=3155287b-7a00-49c5-ac71-cece3df78e60, --subproc-heap-profiling --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=107 --time-ticks-at-unix-epoch=-1781189805842148 --launch-time-ticks=2395884108 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6980516738046146954,8087519395081082796,2097152 --field-trial-handle=3,i,246125734429177422,8695387164347375286,262144 --disable-features=EyeDropper --variations-seed-version --pseudonymization-salt-handle=7,i,6441286087663582808,15021072476903923559,4 --trace-process-track-uuid=3190709086575349337
  53991       2 I    [kworker/14:1-mm_percpu_wq]
  54234       2 I    [kworker/8:1-mm_percpu_wq]
  54943       2 I    [kworker/10:0-xfs-conv/sda2]
  55270       2 I    [kworker/4:1-events]
  56492    8020 Sl   gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
  57070       2 I    [kworker/23:2-events]
  58584   14527 Sl   /home/bogdan/.vscode/extensions/ms-vscode.cpptools-1.32.2-linux-x64/bin/cpptools
  59120       2 I    [kworker/12:2-events]
  59195       2 I    [kworker/10:2-xfs-conv/sda2]
  59237       2 I    [kworker/10:3-xfs-conv/sda2]
  59238       2 I    [kworker/10:5-xfs-conv/sda2]
  59239       2 I    [kworker/10:6-xfs-conv/sda2]
  59240       2 I    [kworker/10:7-xfs-conv/sda2]
  59241       2 I    [kworker/10:8-xfs-conv/sda2]
  59388       2 I    [kworker/u96:0-writeback]
  62515   14527 Sl   /snap/code/247/usr/share/code/code /snap/code/247/usr/share/code/resources/app/extensions/markdown-language-features/dist/serverWorkerMain --node-ipc --clientProcessId=14527
  65376       2 I    [kworker/10:9-xfs-conv/sda2]
  66938       2 I    [kworker/18:1]
  72431       2 I    [kworker/2:1]
  72794       2 I    [kworker/0:2-events]
  72795       2 I    [kworker/10:10-xfs-conv/sda2]
  72796       2 I    [kworker/10:11-xfs-conv/sda2]
  72797       2 I    [kworker/10:12-xfs-conv/sda2]
  72798       2 I    [kworker/10:13-xfs-conv/sda2]
  72799       2 I    [kworker/10:14-xfs-conv/sda2]
  72800       2 I    [kworker/10:15-xfs-conv/sda2]
  72801       2 I    [kworker/10:16-xfs-conv/sda2]
  72802       2 I    [kworker/10:17-xfs-conv/sda2]
  73775       2 I    [kworker/21:2]
  74145       2 I    [kworker/4:2]
  74658       2 I    [kworker/19:1]
  74905       2 I    [kworker/22:0]
  75926       2 I    [kworker/14:0-mm_percpu_wq]
  75958       2 I    [kworker/6:0-events]
  76327   14682 Ss   python3 examples/sentai_runtime/experiments/s216_arm_emulator_namespace_inventory/run_s216.py
  77181   76327 R    ps -eo pid,ppid,stat,cmd
